task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,158,7.9,75.007,64.114,128.235,139.946,61.736,59.401,0.002,1.672,12.817,0.0,13.27
gestureclass,fifo,932,46.6,5146.017,5032.936,9809.311,10110.617,68.212,66.37,0.002,0.431,5077.276,0.0,5077.805
